field;region;land_type;fertility_score;season;crop;crop_predecessor;crop_yearold;area;hybrid;reproduction;seed_origin;technology;yield_plan;p2o5;k2o;humus;ph;
36.11.01.006.00;Воронеж;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;4;73,60;Дакота;РС-2;Свои;минимальная;4,00;6,93;53,90;81,20;5,39;
36.11.01.007.00;Воронеж;луг;2;2024;Луг;Луг;;23,59;;;;;;0,00;0,00;0,00;0,00;
36.11.01.008.00;Воронеж;луг;3;2024;Луг;Луг;;16,32;;;;;;0,00;0,00;0,00;0,00;
36.11.01.009.00;Воронеж;пашня;3;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;107,85;Сарга;РСт;Свои;минимальная;4,00;7,59;67,10;118,09;6,05;
36.11.01.011.00;Воронеж;пашня;3;2024;Соя;Кукуруза силос;;24,71;Султана;РСт;Свои;нулевая с прямым посевом;2,50;6,49;57,20;33,03;6,49;
36.11.01.012.00;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;38,95;Мелани;РС-1;Покупные;нулевая с прямым посевом;2,50;6,82;80,30;42,85;6,49;
36.11.01.013.00;Воронеж;пашня;1;2024;Залежь;Залежь;;66,34;;;;;;6,49;42,90;70,24;5,50;
36.11.01.014.01;Воронеж;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;4;42,87;Дакота;РС-2;Свои;минимальная;4,00;7,04;63,80;79,49;5,28;
36.11.01.014.02;Воронеж;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;4;29,40;Сарга;РС-2;Свои;минимальная;4,00;7,04;63,80;79,49;5,28;
36.11.01.015.01;Воронеж;пашня;3;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;32,77;Сарга;РСт;Свои;минимальная;4,00;7,59;69,30;41,60;6,38;
36.11.01.015.02;Воронеж;пашня;3;2024;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;5;4,80;;;;минимальная;2,00;7,59;69,30;41,60;6,38;
36.11.01.016.00;Воронеж;пашня;3;2024;Кукуруза силос;Соя;;146,27;Смесь сортов;;;минимальная;7,50;6,82;46,20;160,90;5,72;
36.11.01.017.00;Воронеж;пашня;4;2024;Соя;Кукуруза силос;;27,39;Султана;РСт;Свои;нулевая с прямым посевом;2,50;6,82;75,90;16,25;6,16;
36.11.01.018.00;Воронеж;пашня;4;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;40,85;Сарга;РСт;Свои;минимальная;4,00;7,48;90,20;45,00;6,27;
36.11.01.019.00;Воронеж;пашня;1;2024;Залежь;Залежь;;33,49;;;;;;5,94;38,50;40,16;5,50;
36.11.01.020.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;22,00;Губернатор Дона;РС-1;Свои;минимальная;3,00;7,04;49,50;24,20;4,18;
36.11.01.021.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;75,78;Гром;ОС;Покупные;минимальная;3,00;6,93;89,10;83,36;5,94;
36.11.01.022.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;16,63;Губернатор Дона;РС-1;Свои;минимальная;3,00;7,04;90,20;18,29;5,50;
36.11.01.023.01;Воронеж;пашня;2;2024;Оз.пшеница мягкая;Кукуруза силос;;53,02;Губернатор Дона;РС-1;Свои;минимальная;3,00;6,98;62,70;77,30;6,05;
36.11.01.023.02;Воронеж;пашня;2;2024;Залежь;Залежь;;21,68;;;;;;6,98;62,70;77,30;6,05;
36.11.01.024.01;Воронеж;пашня;2;2024;Оз.пшеница мягкая;Кукуруза силос;;15,41;Губернатор Дона;РС-1;Свои;минимальная;3,00;6,49;40,70;26,39;4,33;
36.11.01.024.02;Воронеж;пашня;2;2024;Залежь;Залежь;;10,21;;;;;;6,49;40,70;26,39;4,33;
36.11.01.025.00;Воронеж;пашня;3;2024;Оз.пшеница мягкая;Кукуруза силос;;49,20;Тимирязевка 150;ЭС;Свои;минимальная;3,00;6,71;96,80;54,12;6,27;
36.11.01.026.00;Воронеж;пашня;4;2024;Кукуруза силос;Люцерна пр.лет корм;;52,88;БН 06-18;;Покупные;минимальная;7,50;6,27;58,30;58,17;5,61;
36.11.01.027.00;Воронеж;пашня;5;2024;Оз.пшеница мягкая;Кукуруза силос;;68,22;Губернатор Дона;РС-1;Свои;минимальная;3,00;6,38;80,30;75,04;5,72;
36.11.01.028.00;Воронеж;пашня;4;2024;Кукуруза силос;Люцерна пр.лет корм;;14,54;БН 06-18;;Покупные;минимальная;7,50;7,37;72,60;15,99;6,16;
36.11.01.029.00;Воронеж;пашня;5;2024;Оз.пшеница мягкая;Кукуруза силос;;34,81;Гром;СЭ;Покупные;минимальная;3,00;7,04;80,30;38,29;6,38;
36.11.01.030.01;Воронеж;пашня;5;2024;Яр.ячмень;Подсолнечник кондит.;;47,00;Маргрет;ЭС;Покупные;минимальная;5,00;6,38;93,50;137,10;6,60;
36.11.01.030.02;Воронеж;пашня;5;2024;Яр.ячмень;Подсолнечник кондит.;;44,91;Маргрет;РС-3;Покупные;минимальная;5,00;6,38;93,50;137,10;6,60;
36.11.01.030.03;Воронеж;пашня;5;2024;Яр.ячмень;Подсолнечник кондит.;;32,00;Эйфель;ЭС;Покупные;минимальная;5,00;6,38;93,50;137,10;6,60;
36.11.01.031.00;Воронеж;пашня;5;2024;Яр.ячмень;Подсолнечник кондит.;;125,38;Маргрет;РС-1;Свои;минимальная;5,00;6,38;93,50;137,92;6,38;
36.11.01.032.01;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;102,18;Гром;ОС;Покупные;минимальная;3,00;6,71;83,60;105,47;6,27;
36.11.01.032.02;Воронеж;пашня;4;2024;Эсп.+костр.пр.лет корм;Залежь;3;4,59;;;;минимальная;2,00;6,71;83,60;105,47;6,27;
36.11.01.033.00;Воронеж;пашня;5;2024;Яр.ячмень;Подсолнечник кондит.;;134,65;Маргрет;РС-3;Свои;минимальная;5,00;6,71;91,30;148,12;6,27;
36.11.01.034.00;Воронеж;пашня;5;2024;Кукуруза силос;Соя;;145,56;ГС370;F1;Покупные;минимальная;7,50;6,49;82,50;160,05;6,16;
36.11.01.035.00;Воронеж;пашня;5;2024;Кукуруза силос;Соя;;16,00;ГС370;F1;Покупные;минимальная;7,50;6,38;101,20;17,59;6,05;
36.11.01.036.00;Воронеж;пашня;5;2024;Кукуруза силос;Соя;;26,35;ГС370;F1;Покупные;минимальная;7,50;6,27;100,10;28,97;6,60;
36.11.01.037.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;33,87;Мелани;РС-1;Покупные;нулевая с прямым посевом;2,50;6,27;113,30;37,26;6,38;
36.11.01.038.00;Воронеж;пашня;1;2024;Залежь;Залежь;;21,30;;;;;;6,27;74,80;22,00;4,18;
36.11.01.039.00;Воронеж;пашня;5;2024;Кукуруза силос;Соя;;40,16;ГС370;F1;Покупные;минимальная;7,50;6,38;71,50;44,08;6,60;
36.11.01.040.01;Воронеж;пашня;5;2024;Оз.пшеница мягкая;Кукуруза силос;;22,52;Тимирязевка 150;СЭ;Покупные;минимальная;3,00;7,37;67,10;27,60;5,83;
36.11.01.040.02;Воронеж;пашня;5;2024;Залежь;Залежь;;2,57;;;;;;7,37;67,10;27,60;5,83;
36.11.01.041.00;Воронеж;пашня;5;2024;Оз.пшеница мягкая;Кукуруза силос;;18,35;Акапелло;РС-1;Свои;минимальная;3,00;6,49;88,00;20,19;6,05;
36.11.01.042.01;Воронеж;пашня;5;2024;Соя;Яр.пшеница мягкая;;41,65;Аргента;РС-2;Свои;минимальная;2,50;7,26;96,80;79,92;6,38;
36.11.01.042.02;Воронеж;пашня;5;2024;Кукуруза силос;Яр.пшеница мягкая;;29,00;Смесь сортов;;;минимальная;7,50;7,26;96,80;79,92;6,38;
36.11.01.042.03;Воронеж;пашня;5;2024;Пар;Яр.пшеница мягкая;;2,00;;;;минимальная;;7,26;96,80;79,92;6,38;
36.11.01.043.00;Воронеж;пашня;5;2024;Соя;Яр.пшеница мягкая;;58,21;Аргента;РС-2;Свои;минимальная;2,50;7,15;99,00;64,03;6,16;
36.11.01.044.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;61,69;Мелани;РС-1;Покупные;нулевая с прямым посевом;2,50;5,83;94,60;68,07;6,60;
36.11.01.045.00;Воронеж;пашня;1;2024;Залежь;Залежь;;18,11;;;;;;6,71;31,90;19,46;4,40;
36.11.01.046.00;Воронеж;пашня;1;2024;Залежь;Залежь;;8,85;;;;;;7,15;27,50;10,67;5,06;
36.11.01.047.00;Воронеж;пашня;5;2024;Соя;Яр.пшеница мягкая;;46,88;Аргента;РС-2;Свои;минимальная;2,50;6,71;112,20;51,57;5,72;
36.11.01.048.00;Воронеж;пашня;1;2024;Залежь;Залежь;;37,80;;;;;;6,82;56,10;41,91;5,17;
36.11.01.049.00;Воронеж;пашня;1;2024;Залежь;Залежь;;27,14;;;;;;7,59;59,40;29,15;5,50;
36.11.01.050.01;Воронеж;пашня;3;2024;Оз.пшеница мягкая;Кукуруза силос;;48,39;Акапелло;РС-1;Свои;минимальная;3,00;6,82;56,10;71,06;5,72;
36.11.01.050.02;Воронеж;пашня;3;2024;Залежь;Залежь;;16,21;;;;;;6,82;56,10;71,06;5,72;
36.11.01.051.00;Воронеж;пашня;1;2024;Залежь, лес;Залежь, лес;;3,65;;;;;;0,00;0,00;0,00;0,00;
36.11.01.052.00;Воронеж;пашня;1;2024;Залежь;Залежь;;19,62;;;;;;6,16;33,00;21,70;4,07;
36.11.01.053.00;Воронеж;пашня;2;2024;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;0;6,73;;;;минимальная;2,00;7,04;60,50;7,40;3,96;
36.11.01.054.00;Воронеж;пашня;2;2024;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;0;124,52;;;;минимальная;2,00;7,59;41,80;137,80;5,39;
36.11.01.055.00;Воронеж;пашня;1;2024;Залежь;Залежь;;23,19;;;;;;7,70;31,90;26,52;4,84;
36.11.01.056.00;Воронеж;пашня;1;2024;Залежь;Залежь;;23,30;;;;;;7,37;34,10;29,93;3,85;
36.11.01.057.00;Воронеж;пашня;1;2024;Залежь;Залежь;;55,59;;;;;;7,81;46,20;55,10;5,83;
36.11.01.058.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;83,82;Тимирязевка 150;СЭ;Покупные;минимальная;3,00;7,59;42,90;92,19;5,61;
36.11.01.059.00;Воронеж;пашня;1;2024;Залежь;Залежь;;49,55;;;;;;7,92;23,10;54,25;5,72;
36.11.01.060.00;Воронеж;пашня;1;2024;Залежь;Залежь;;36,10;;;;;;7,92;63,80;36,19;6,55;
36.11.01.061.00;Воронеж;пашня;2;2024;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;0;43,44;;;;минимальная;2,00;7,92;30,80;47,81;7,59;
36.11.01.062.00;Воронеж;пашня;1;2024;Залежь;Залежь;;19,74;;;;;;6,60;61,60;21,48;4,95;
36.11.01.063.00;Воронеж;пашня;2;2024;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;0;51,44;;;;минимальная;2,00;7,04;44,00;56,56;5,28;
36.11.01.064.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;33,87;Мелани;РС-1;Покупные;нулевая с прямым посевом;2,50;7,48;29,70;37,28;4,40;
36.11.01.065.01;Воронеж;пашня;2;2024;Соя;Кукуруза зерно;;23,59;Элана;РС-1;Покупные;нулевая с прямым посевом;2,50;7,92;36,30;67,11;5,55;
36.11.01.065.02;Воронеж;пашня;2;2024;Залежь;Залежь;;31,08;;;;;;7,92;36,30;67,11;5,55;
36.11.01.066.01;Воронеж;пашня;2;2024;Соя;Кукуруза зерно;;24,95;Уника;РС-1;Покупные;нулевая с прямым посевом;2,50;7,59;42,90;40,96;6,11;
36.11.01.066.02;Воронеж;пашня;2;2024;Залежь;Залежь;;12,07;;;;;;7,59;42,90;40,96;6,11;
36.11.01.067.00;Воронеж;пашня;1;2024;Залежь;Залежь;;27,83;;;;;;8,03;47,30;31,86;6,38;
36.11.01.068.00;Воронеж;пашня;2;2024;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;0;22,66;;;;минимальная;2,00;8,03;23,10;24,93;5,39;
36.11.01.069.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;19,18;Уника;РС-1;Покупные;нулевая с прямым посевом;2,50;7,92;31,90;21,10;6,27;
36.11.01.070.00;Воронеж;пашня;1;2024;Подсолнечник;Пар;;28,91;Фаусто ШТ;F1;Покупные;минимальная;1,70;7,70;44,00;33,26;6,60;
36.11.01.071.00;Воронеж;пашня;1;2024;Залежь;Залежь;;18,75;;;;;;7,37;50,60;20,45;5,83;
36.11.01.072.00;Воронеж;пашня;2;2024;Аренда;Аренда;;27,74;;;;;;6,71;81,40;30,97;5,94;
36.11.01.073.00;Воронеж;пашня;2;2024;Аренда;Аренда;;22,59;;;;;;7,81;47,30;24,77;4,95;
36.11.01.074.00;Воронеж;пашня;2;2024;Аренда;Аренда;;18,61;;;;;;7,15;48,40;20,48;4,51;
36.11.01.075.01;Воронеж;пашня;2;2024;Соя;Кукуруза зерно;;19,72;Элана;РС-1;Покупные;нулевая с прямым посевом;2,50;7,11;54,63;51,45;5,28;
36.11.01.075.02;Воронеж;пашня;2;2024;Залежь;Залежь;;37,93;;;;;;7,11;54,63;51,45;5,28;
36.11.01.076.00;Воронеж;пашня;1;2024;Залежь, лес;Залежь, лес;;10,01;;;;;;7,48;28,60;11,24;4,07;
36.11.01.077.00;Воронеж;луг;3;2024;Луг;Луг;;3,49;;;;;;0,00;0,00;0,00;0,00;
36.11.01.078.00;Воронеж;пашня;;2024;Кукуруза силос;Пар;;22,01;Чоринтос;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.080.00;Воронеж;пашня;;2024;Кукуруза силос;Пар;;13,31;КСС 5291;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.081.00;Воронеж;пашня;;2024;Кукуруза силос;Пар;;4,90;КСС 5291;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.082.00;Воронеж;пашня;;2024;Кукуруза силос;Пар;;41,14;КСС 5291;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.083.00;Воронеж;пашня;;2024;Кукуруза силос;Пар;;19,52;Смесь сортов;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.084.00;Воронеж;пашня;2;2024;Кукуруза силос;Пар;;12,97;Чоринтос;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.085.00;Воронеж;пашня;2;2024;Кукуруза силос;Пар;;3,31;КСС 5291;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.086.00;Воронеж;пашня;2;2024;Кукуруза силос;Пар;;37,92;КСС 5291;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.087.00;Воронеж;пашня;1;2024;Кукуруза силос;Пар;;79,26;КСС 5291;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.088.00;Воронеж;пашня;;2024;Кукуруза силос;Пар;;14,91;Чоринтос;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.01.089.00;Воронеж;пашня;5;2024;Пар;;;64,91;;;;минимальная;;0,00;0,00;0,00;0,00;
36.11.03.001.00;Воронеж;пашня;1;2024;Соя;Кукуруза силос;;69,29;Мелани;РС-1;Покупные;нулевая с прямым посевом;2,50;6,60;85,80;74,83;5,94;
36.11.03.002.00;Воронеж;пашня;1;2024;Залежь;Залежь;;51,37;;;;;;7,37;40,70;58,16;5,83;
36.11.03.003.00;Воронеж;пашня;3;2024;Кукуруза силос;Пар;;13,48;КСС 5291;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.03.004.00;Воронеж;пашня;1;2024;Кукуруза силос;Пар;;41,04;Чоринтос;F1;Покупные;минимальная;7,50;0,00;0,00;0,00;0,00;
36.11.03.005.00;Воронеж;пашня;1;2024;Пар;;;18,48;;;;минимальная;;0,00;0,00;0,00;0,00;
36.11.06.001.01;Воронеж;пашня;4;2024;Кукуруза зерно;Яр.ячмень;;67,52;Феномен;;;минимальная;8,00;7,48;141,35;94,45;6,00;
36.11.06.001.02;Воронеж;пашня;4;2024;Залежь;Залежь;;15,68;;;;;;7,48;141,35;94,45;6,00;
36.11.06.002.00;Воронеж;пашня;5;2024;Кукуруза зерно;Яр.ячмень;;64,40;Феномен;;;минимальная;8,00;7,48;121,00;70,63;6,16;
36.11.06.003.00;Воронеж;пашня;5;2024;Кукуруза зерно;Яр.ячмень;;104,93;Феномен;;;минимальная;8,00;7,59;89,10;115,34;6,82;
36.11.06.004.00;Воронеж;пашня;5;2024;Кукуруза зерно;Яр.ячмень;;67,51;Феномен;;;минимальная;8,00;7,59;112,20;74,21;6,38;
36.11.06.005.00;Воронеж;пашня;5;2024;Оз.пшеница мягкая;Кукуруза силос;;42,10;Донская Лира;РС-1;Свои;минимальная;3,00;7,59;139,70;46,15;6,16;
36.11.06.006.00;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;31,96;Аргента;ЭС;Покупные;нулевая с прямым посевом;2,50;7,59;57,20;35,12;6,27;
36.11.06.007.00;Воронеж;пашня;3;2024;Кукуруза зерно;Соя;;35,33;Галифакс;F1;Покупные;минимальная;8,00;7,81;39,60;38,83;6,05;
36.11.06.008.00;Воронеж;пашня;3;2024;Кукуруза зерно;Соя;;64,08;Смесь сортов;;;минимальная;8,00;7,81;30,80;70,43;5,50;
36.11.06.009.00;Воронеж;пашня;5;2024;Кукуруза зерно;Соя;;40,86;Микси;F1;Покупные;минимальная;8,00;7,70;64,90;44,90;6,38;
36.11.06.010.00;Воронеж;пашня;5;2024;Кукуруза зерно;Соя;;55,32;Феномен;;;минимальная;8,00;7,70;30,80;60,81;6,38;
36.11.06.011.01;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;70,00;Аргента;ЭС;Покупные;нулевая с прямым посевом;2,50;7,48;69,30;91,22;6,05;
36.11.06.011.02;Воронеж;пашня;3;2024;Пар;Кукуруза зерно;;14,24;;;;минимальная;;7,48;69,30;91,22;6,05;
36.11.06.012.00;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;45,28;Аргента;ЭС;Покупные;нулевая с прямым посевом;2,50;7,70;30,80;49,76;5,39;
36.11.06.013.00;Воронеж;луг;3;2024;Луг;Луг;;39,63;;;;;;7,92;32,45;48,27;6,27;
36.11.06.014.00;Воронеж;пашня;1;2024;Залежь;Залежь;;25,21;;;;;;7,59;60,50;31,30;5,94;
36.11.06.015.00;Воронеж;пашня;3;2024;Оз.пшеница мягкая;Кукуруза силос;;25,66;Донская Лира;РС-1;Свои;минимальная;3,00;7,81;45,10;28,20;4,84;
36.11.06.016.00;Воронеж;пашня;3;2024;Кукуруза зерно;Кукуруза зерно;;41,42;Чоринтос;;;нулевая с прямым посевом;8,00;7,59;63,80;45,52;5,72;
36.11.06.017.00;Воронеж;пашня;3;2024;Кукуруза зерно;Соя;;49,71;Феномен;;;минимальная;8,00;7,70;31,90;54,64;6,05;
36.11.06.018.00;Воронеж;пашня;3;2024;Кукуруза зерно;Соя;;64,25;Феномен;;;минимальная;8,00;7,70;35,20;70,62;6,38;
36.11.06.019.00;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;49,81;Аргента;ЭС;Покупные;нулевая с прямым посевом;2,50;7,59;94,60;54,75;5,94;
36.11.06.020.01;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;47,00;Аргента;ЭС;Покупные;нулевая с прямым посевом;2,50;7,70;49,50;67,07;5,50;
36.11.06.020.02;Воронеж;пашня;4;2024;Пар;Кукуруза зерно;;14,02;;;;минимальная;;7,70;49,50;67,07;5,50;
36.11.06.021.00;Воронеж;пашня;1;2024;Залежь;Залежь;;20,49;;;;;;8,03;23,10;30,84;6,82;
36.11.06.022.00;Воронеж;пашня;1;2024;Залежь;Залежь;;21,11;;;;;;8,03;29,70;20,27;7,59;
36.11.06.023.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;75,82;Аргента;ЭС;Покупные;нулевая с прямым посевом;2,50;7,59;69,30;83,40;5,61;
36.11.06.024.00;Воронеж;пашня;4;2024;Кукуруза зерно;Яр.пшеница мягкая;;32,45;Чоринтос;;;минимальная;8,00;7,59;56,10;35,66;5,50;
36.11.06.025.00;Воронеж;луг;3;2024;Луг;Луг;;13,94;;;;;;0,00;0,00;0,00;0,00;
36.11.06.026.00;Воронеж;пашня;1;2024;Залежь;Залежь;;5,35;;;;;;0,00;0,00;0,00;0,00;
36.11.06.027.00;Воронеж;пашня;1;2024;Залежь;Залежь;;11,55;;;;;;7,81;15,40;8,36;6,16;
36.11.06.028.00;Воронеж;пашня;1;2024;Залежь;Залежь;;23,84;;;;;;8,03;30,80;24,46;6,71;
36.11.06.029.00;Воронеж;пашня;4;2024;Кукуруза зерно;Яр.пшеница мягкая;;39,72;Чоринтос;;;минимальная;8,00;7,70;26,40;43,66;5,39;
36.11.06.030.00;Воронеж;пашня;4;2024;Кукуруза зерно;Яр.пшеница мягкая;;44,85;Микси;F1;Покупные;минимальная;8,00;7,81;42,90;49,34;5,39;
36.11.06.031.00;Воронеж;пашня;1;2024;Кукуруза зерно;Кукуруза зерно;;60,07;Чоринтос;;;нулевая с прямым посевом;8,00;7,99;21,63;65,22;6,53;
36.11.06.032.00;Воронеж;пашня;4;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;81,31;Сарга;РСт;Свои;минимальная;4,00;7,70;57,20;93,81;6,38;
36.11.06.033.00;Воронеж;пашня;1;2024;Залежь;Залежь;;7,48;;;;;;7,81;9,90;6,38;5,72;
36.11.06.034.00;Воронеж;пашня;1;2024;Залежь, кустарник;Залежь, кустарник;;18,10;;;;;;7,92;48,40;18,15;6,38;
36.11.06.035.00;Воронеж;пашня;4;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;52,47;Верко;РС-1;Покупные;минимальная;3,00;7,70;55,00;57,67;5,61;
36.11.06.036.01;Воронеж;пашня;4;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;88,84;Верко;РС-1;Покупные;минимальная;3,00;7,70;48,40;101,73;4,84;
36.11.06.036.02;Воронеж;пашня;4;2024;Пар;Яр.пшеница мягкая;;3,80;;;;минимальная;;7,70;48,40;101,73;4,84;
36.11.06.037.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;30,90;Мелани;РС-1;Покупные;нулевая с прямым посевом;2,50;6,93;66,00;33,97;5,28;
36.11.06.038.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;48,43;Мелани;РС-1;Покупные;нулевая с прямым посевом;2,50;7,54;50,05;53,23;5,23;
36.11.06.039.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;45,54;Губернатор Дона;РС-1;Свои;минимальная;3,00;7,70;125,40;50,05;6,60;
36.11.06.040.00;Воронеж;пашня;1;2024;Залежь;Залежь;;51,10;;;;;;7,48;47,30;56,43;6,71;
36.11.06.041.00;Воронеж;пашня;4;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;38,26;Сарга;РСт;Свои;минимальная;4,00;7,37;88,00;42,05;5,72;
36.11.06.042.00;Воронеж;пашня;1;2024;Залежь;Залежь;;58,87;;;;;;7,70;31,90;72,34;5,39;
36.11.06.043.00;Воронеж;луг;3;2024;Луг;Луг;;2,77;;;;;;0,00;0,00;0,00;0,00;
36.11.06.044.01;Воронеж;пашня;1;2024;Кукуруза зерно;Кукуруза зерно;;26,09;Чоринтос;;;нулевая с прямым посевом;8,00;7,81;24,20;86,50;5,94;
36.11.06.044.02;Воронеж;пашня;1;2024;Залежь;Залежь;;58,65;;;;;;7,81;24,20;86,50;5,94;
36.11.06.045.00;Воронеж;пашня;1;2024;Залежь;Залежь;;29,43;;;;;;8,03;25,30;31,04;4,73;
36.11.06.046.00;Воронеж;пашня;1;2024;Залежь;Залежь;;11,12;;;;;;8,14;22,00;9,19;7,37;
36.11.06.047.00;Воронеж;луг;2;2024;Луг;Луг;;12,25;;;;;;8,14;33,77;14,38;7,59;
36.11.06.048.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;42,51;Губернатор Дона;РС-1;Свои;минимальная;3,00;7,37;63,80;46,73;6,49;
36.11.06.049.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;20,62;Губернатор Дона;РС-1;Свои;минимальная;3,00;7,48;62,70;22,67;5,61;
36.11.06.050.00;Воронеж;пашня;4;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;83,77;Сарга;РСт;Свои;нулевая с прямым посевом;4,00;7,59;68,20;92,07;6,49;
36.11.06.051.00;Воронеж;пашня;4;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;65,33;Верко;РС-1;Покупные;минимальная;3,00;0,00;0,00;0,00;0,00;
36.11.06.052.00;Воронеж;пашня;4;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;50,88;Верко;РС-1;Покупные;минимальная;3,00;7,48;60,50;55,96;5,17;
36.11.06.053.00;Воронеж;пашня;2;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;80,43;Верко;РС-1;Покупные;минимальная;3,00;7,70;47,67;160,24;5,46;
36.11.06.054.00;Воронеж;луг;2;2024;Луг;Луг;;18,20;;;;;;0,00;0,00;0,00;0,00;
36.11.06.055.00;Воронеж;пашня;4;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;49,34;Верко;РС-1;Покупные;минимальная;3,00;7,59;99,00;53,97;5,39;
36.11.06.056.00;Воронеж;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;63,10;Верко;РС-1;Покупные;минимальная;3,00;7,81;57,20;69,30;5,28;
36.11.06.057.00;Воронеж;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;19,94;Верко;РС-1;Покупные;минимальная;3,00;7,70;67,10;21,93;4,95;
36.11.06.058.00;Воронеж;пашня;4;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;67,38;Верко;РС-1;Покупные;минимальная;3,00;7,81;44,00;74,11;5,94;
36.11.06.059.00;Воронеж;пашня;;2024;Кукуруза силос;Соя;;42,58;КСС 5291;F1;Покупные;минимальная;7,50;7,48;42,90;46,56;5,83;
36.11.06.060.00;Воронеж;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;25,06;Верко;РС-1;Покупные;минимальная;3,00;7,59;46,20;27,62;5,72;
36.11.06.061.00;Воронеж;пашня;4;2024;Кукуруза силос;Соя;;63,92;КСС 5291;F1;Покупные;минимальная;7,50;7,81;36,30;70,31;5,94;
36.11.06.062.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;43,05;Сирелия;РС-2;Покупные;нулевая с прямым посевом;2,50;7,81;45,10;47,34;6,16;
36.11.06.063.00;Воронеж;пашня;4;2024;Кукуруза зерно;Соя;;20,74;КСС 5291;F1;Покупные;минимальная;8,00;7,48;102,30;22,79;4,73;
36.11.06.064.00;Воронеж;пашня;4;2024;Кукуруза силос;Соя;;49,15;Чоринтос;;;минимальная;7,50;7,59;84,70;53,99;6,49;
36.11.06.065.00;Воронеж;пашня;4;2024;Кукуруза силос;Соя;;25,79;Чоринтос;;;минимальная;7,50;7,48;70,40;28,37;5,83;
