field;region;land_type;fertility_score;season;crop;crop_predecessor;crop_yearold;area;hybrid;reproduction;seed_origin;technology;yield_plan;p2o5;k2o;humus;ph
40.13.10.075.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;7,62;;;;;;;;;
40.13.10.076.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;6,04;;;;;;;;;
40.13.10.077.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;30,43;;;;;;;;;
40.13.10.078.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;7,44;;;;;;;;;
40.13.10.079.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;1,66;;;;;;;;;
40.13.10.080.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;7,95;;;;;;;;;
40.13.10.081.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;6,99;;;;;;;;;
40.13.10.082.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;49,33;;;;;;;;;
40.13.10.083.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;7,75;;;;;;;;;
40.13.10.084.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;5,02;;;;;;;;;
40.13.10.085.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;3,34;;;;;;;;;
40.13.10.086.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;4,47;;;;;;;;;
40.13.10.087.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;1,04;;;;;;;;;
40.13.10.088.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;4,69;;;;;;;;;
40.13.10.089.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;4,13;;;;;;;;;
40.13.10.090.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;5,95;;;;;;;;;
40.13.10.091.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;1,70;;;;;;;;;
40.13.10.092.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;9,57;;;;;;;;;
40.13.10.093.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;8,29;;;;;;;;;
40.13.10.094.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;17,85;;;;;;;;;
40.13.10.095.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;20,57;;;;;;;;;
40.13.10.096.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;9,54;;;;;;;;;
40.13.10.097.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;8,97;;;;;;;;;
40.13.10.098.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;5,90;;;;;;;;;
40.13.10.099.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;8,49;;;;;;;;;
40.13.10.100.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;40,16;;;;;;;;;
40.13.10.101.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;25,56;;;;;;;;;
40.13.10.102.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;11,77;;;;;;;;;
40.13.10.103.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;3,37;;;;;;;;;
40.13.10.104.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;3,01;;;;;;;;;
40.13.10.105.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;2,59;;;;;;;;;
40.13.10.106.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;6,27;;;;;;;;;
40.13.10.107.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;13,87;;;;;;;;;
40.13.10.108.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;6,54;;;;;;;;;
40.13.10.109.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;4,39;;;;;;;;;
40.13.10.110.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;14,46;;;;;;;;;
40.13.10.111.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;2,88;;;;;;;;;
40.13.10.112.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;2,42;;;;;;;;;
40.13.10.113.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;4,70;;;;;;;;;
40.13.10.114.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;11,55;;;;;;;;;
40.13.10.115.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;6,05;;;;;;;;;
40.13.10.116.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;11,48;;;;;;;;;
40.13.10.117.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;4,73;;;;;;;;;
40.13.10.118.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;3,58;;;;;;;;;
40.13.10.119.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;22,95;;;;;;;;;
40.13.10.120.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;12,65;;;;;;;;;
40.13.10.121.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;29,31;;;;;;;;;
40.13.10.122.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;14,05;;;;;;;;;
40.13.10.123.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;8,91;;;;;;;;;
40.13.10.124.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;16,31;;;;;;;;;
40.13.10.125.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;19,05;;;;;;;;;
40.13.10.126.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;10,94;;;;;;;;;
40.13.10.127.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;22,87;;;;;;;;;
40.13.10.128.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;10,52;;;;;;;;;
40.13.11.001.00;Калуга;пашня;3;2024;Кл.кр.+тим.пр.лет корм;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;2;87,63;;;Свои;классическая с плугом;5,00;31,00;84,00;1,80;5,20
40.13.11.002.00;Калуга;пашня;3;2024;Кл.кр.+тим.пр.лет корм;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;2;42,98;;;Свои;классическая с плугом;5,00;140,00;71,00;1,50;5,70
40.13.11.003.00;Калуга;пашня;3;2024;Кл.кр.+тим.пр.лет корм;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;2;80,54;;;Свои;классическая с плугом;5,00;107,00;57,00;1,30;5,70
40.13.11.004.00;Калуга;пашня;3;2024;Кл.кр.+тим.пр.лет корм;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;2;17,77;;;Свои;классическая с плугом;5,00;172,00;82,00;1,60;5,30
40.13.11.005.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;2,89;;;;;;;;;
40.13.11.006.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;25,18;;;;;;;;;
40.13.11.007.00;Калуга;пашня;3;2024;Кл.кр.+тим.пр.лет корм;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;2;4,85;;;Свои;классическая с плугом;5,00;30,00;54,00;1,30;4,90
40.13.11.008.00;Калуга;пашня;3;2024;Кл.кр.+тим.пр.лет корм;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;2;83,29;;;Свои;классическая с плугом;5,00;;;;
40.13.11.009.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;6,96;Верко;РС-1;Покупные;классическая с плугом;6,00;200,00;68,00;1,40;6,00
40.13.11.010.00;Калуга;пашня;3;2024;Кукуруза корнаж;Яр.пшеница мягкая;;83,20;;F1;Покупные;;7,50;54,00;64,00;1,30;5,20
40.13.11.011.00;Калуга;пашня;3;2024;Кукуруза корнаж;Яр.пшеница мягкая;;15,50;;F1;Покупные;;7,50;14,00;122,00;2,50;4,50
40.13.11.012.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;50,49;;;;;;27,00;85,00;3,70;5,20
40.13.11.013.01;Калуга;пашня;3;2024;Кукуруза корнаж;Яр.пшеница мягкая;;38,97;;F1;Покупные;;7,50;102,50;78,00;1,50;5,15
40.13.11.013.02;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;19,21;;;;;;102,50;78,00;1,50;5,15
40.13.11.014.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;20,07;;;Покупные;классическая с плугом;2,00;198,00;81,00;1,80;5,40
40.13.11.015.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;23,82;;;Покупные;классическая с плугом;2,00;158,00;101,00;2,20;5,70
40.13.11.016.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;7,33;;;Покупные;классическая с плугом;2,00;77,00;107,00;1,70;4,60
40.13.11.017.01;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;65,01;;;Покупные;классическая с плугом;2,00;64,33;95,00;1,67;4,90
40.13.11.017.02;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;37,67;;;;;;64,33;95,00;1,67;4,90
40.13.11.018.01;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;33,30;;;Покупные;классическая с плугом;2,00;61,00;74,00;1,30;4,40
40.13.11.018.02;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;38,09;;;;;;61,00;74,00;1,30;4,40
40.13.11.019.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;218,43;;;Покупные;классическая с плугом;2,00;45,00;67,00;1,50;4,95
40.13.11.020.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;11,33;;;Покупные;классическая с плугом;2,00;;;;
40.13.11.021.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;31,65;;;Покупные;классическая с плугом;2,00;33,00;64,00;1,60;5,00
40.13.11.022.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;82,20;;;Покупные;классическая с плугом;2,00;27,50;89,00;1,50;4,50
40.13.11.023.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;10,29;;;Покупные;классическая с плугом;2,00;105,00;130,00;1,60;4,80
40.13.11.024.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;19,71;;;;;;;;;
40.13.11.025.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;20,73;;;;;;;;;
40.13.11.026.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;20,99;;;Покупные;классическая с плугом;2,00;;;;
40.13.11.027.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;108,27;;;Покупные;классическая с плугом;2,00;;;;
40.13.11.028.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;3,91;;;Покупные;классическая с плугом;2,00;;;;
40.13.11.029.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;4,40;;;;;;24,00;106,00;1,80;4,00
40.13.11.030.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;66,38;;;Покупные;классическая с плугом;2,00;43,00;84,00;1,80;5,30
40.13.11.031.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;4,06;;;Покупные;классическая с плугом;2,00;73,00;78,00;1,80;4,60
40.13.11.032.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;64,85;;;Покупные;классическая с плугом;2,00;38,00;97,00;1,90;4,90
40.13.11.033.01;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;65,53;;;Покупные;классическая с плугом;2,00;25,00;106,00;1,75;4,40
40.13.11.033.02;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;10,40;;;;;;25,00;106,00;1,75;4,40
40.13.11.034.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;8,10;;;;;;;;;
40.13.11.035.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;6,37;;;;;;24,00;134,00;1,70;4,00
40.13.11.036.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;2,35;;;;;;;;;
40.13.11.037.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;3,10;;;;;;;;;
40.13.11.038.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;4,19;;;;;;;;;
40.13.11.039.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;12,15;;;Покупные;классическая с плугом;2,00;37,00;86,00;1,70;4,90
40.13.11.040.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;18,37;;;Покупные;классическая с плугом;2,00;53,00;87,00;1,90;4,90
40.13.11.041.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;49,97;;;;;;;;;
40.13.11.042.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;14,08;;;;;;;;;
40.13.11.043.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;9,80;;;;;;;;;
40.13.11.044.00;Калуга;пашня;3;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;44,85;;;Покупные;классическая с плугом;2,00;38,00;97,00;1,80;4,20
40.13.11.045.00;Калуга;пашня;3;2024;Залежь, лес;Залежь, лес;;16,57;;;;;;;;;
40.13.11.046.00;Калуга;пашня;2;2024;Залежь, лес;Залежь, лес;;21,08;;;;;;;;;
40.13.11.047.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;11,42;;;;;;;;;
40.13.11.048.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;8,82;;;;;;;;;
40.13.11.049.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;4,97;;;;;;;;;
40.13.11.050.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;11,42;;;;;;;;;
40.13.11.051.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;10,18;;;;;;;;;
40.13.11.052.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;0,94;;;;;;;;;
40.13.11.053.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;1,07;;;;;;;;;
40.13.11.054.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;75,42;;;;;;;;;
40.13.11.055.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;1,78;;;;;;;;;
40.13.11.056.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;2,17;;;;;;;;;
40.13.11.057.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;6,18;;;;;;;;;
40.13.11.058.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;3,80;;;;;;;;;
40.13.11.059.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;11,35;;;;;;;;;
40.13.11.060.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;3,97;;;;;;;;;
40.13.11.061.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;2,41;;;;;;;;;
40.13.11.062.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;0,96;;;;;;;;;
40.13.11.063.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;8,59;;;;;;;;;
40.13.11.064.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;6,00;;;;;;;;;
40.13.11.065.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;6,60;;;;;;;;;
40.13.13.001.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;29,67;;;;;6,30;108,00;98,00;1,90;5,10
40.13.13.002.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;6,69;;;;;6,30;169,00;95,00;1,80;5,10
40.13.13.003.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;53,30;;;;;6,30;117,00;72,00;2,00;5,30
40.13.13.004.00;Калуга;пашня;3;2024;Яр.пшеница мягкая;Люцерна пр.лет корм;;91,77;Ликамеро;РС-1;Свои;классическая с плугом;4,50;50,00;65,00;1,90;4,90
40.13.13.005.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;39,22;;;;;6,30;66,00;83,00;2,00;4,90
40.13.13.006.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;16,31;;;;;6,30;44,00;76,00;2,40;5,10
40.13.13.007.00;Калуга;пашня;3;2024;Яр.пшеница мягкая;Люцерна пр.лет корм;;43,85;Ликамеро;РС-1;Свои;классическая с плугом;4,50;76,00;48,00;1,80;4,60
40.13.13.008.00;Калуга;пашня;3;2024;Яр.пшеница мягкая;Люцерна пр.лет корм;;100,17;Ликамеро;РС-1;Свои;классическая с плугом;4,50;150,00;73,00;1,90;4,60
40.13.13.009.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;53,26;;;;;6,30;56,00;86,00;2,00;4,50
40.13.13.010.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;9,71;;;;;6,30;109,00;94,00;2,00;4,70
40.13.13.011.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;8,74;;;;;6,30;103,00;97,00;2,20;4,70
40.13.13.012.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;120,83;;;;;6,30;34,00;72,00;2,10;4,50
40.13.13.013.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;71,17;;;;;6,30;99,00;100,00;1,70;4,50
40.13.13.014.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;31,12;;;;;6,30;43,00;70,00;2,10;4,70
40.13.13.015.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;26,03;;;;;6,30;54,00;89,00;2,00;4,90
40.13.13.016.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;20,55;;;;;6,30;108,00;128,00;2,50;4,60
40.13.13.017.00;Калуга;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;22,95;;;;;6,30;60,00;88,00;1,70;4,60
40.13.13.018.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;37,17;;;;;;;;;
40.13.13.019.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;65,71;;;;;;;;;
40.13.13.020.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;23,22;;;;;;;;;
40.13.13.021.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;13,24;;;;;;;;;
40.13.13.022.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;7,03;;;;;;;;;
40.13.13.023.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;15,17;;;;;;;;;
40.13.13.024.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;8,91;;;;;;;;;
40.13.13.025.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;2,84;;;;;;;;;
40.13.13.026.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;37,18;;;;;;;;;
40.13.13.027.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;18,41;;;;;;;;;
40.13.13.028.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;3,60;;;;;;;;;
40.13.13.029.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;39,81;;;;;;;;;
40.13.13.031.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;6,42;;;;;;;;;
40.13.13.032.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;38,40;;;;;;;;;
40.13.13.033.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;129,80;;;;;;;;;
40.13.13.034.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;24,71;;;;;;;;;
40.13.17.001.01;Калуга;пашня;;2024;Пар;;;14,33;;;;;;;;;
40.13.17.001.02;Калуга;пашня;;2024;Залежь, лес;;;40,96;;;;;;;;;
40.13.17.002.00;Калуга;пашня;;2024;Пар;;;24,77;;;;;;;;;
40.13.17.003.01;Калуга;пашня;;2024;Пар;;;34,35;;;;;;;;;
40.13.17.003.02;Калуга;пашня;;2024;Залежь, лес;;;15,08;;;;;;;;;
40.13.17.004.00;Калуга;пашня;;2024;Пар;;;17,53;;;;;;;;;
40.13.17.005.00;Калуга;пашня;;2024;Пар;;;29,50;;;;;;;;;
40.13.17.006.00;Калуга;пашня;;2024;Пар;;;21,85;;;;;;;;;
40.13.17.007.00;Калуга;пашня;;2024;Пар;;;31,96;;;;;;;;;
40.13.17.008.00;Калуга;пашня;;2024;Пар;;;51,23;;;;;;;;;
40.13.17.009.00;Калуга;пашня;;2024;Пар;;;11,71;;;;;;;;;
40.13.17.010.00;Калуга;пашня;;2024;Пар;;;55,45;;;;;;;;;
40.13.17.011.01;Калуга;пашня;;2024;Пар;;;8,30;;;;;;;;;
40.13.17.011.02;Калуга;пашня;;2024;Залежь, лес;;;5,93;;;;;;;;;
40.13.17.012.00;Калуга;пашня;;2024;Пар;;;55,97;;;;;;;;;
40.13.17.013.00;Калуга;пашня;;2024;Пар;;;93,96;;;;;;;;;
40.13.17.014.00;Калуга;пашня;;2024;Пар;;;39,51;;;;;;;;;
40.13.17.015.00;Калуга;пашня;;2024;Пар;;;41,78;;;;;;;;;
40.13.17.016.00;Калуга;пашня;;2024;Пар;;;20,96;;;;;;;;;
40.13.17.017.00;Калуга;пашня;;2024;Пар;;;25,75;;;;;;;;;
40.13.17.018.00;Калуга;пашня;;2024;Пар;;;9,52;;;;;;;;;
40.13.17.019.00;Калуга;пашня;;2024;Пар;;;16,82;;;;;;;;;
40.13.17.020.00;Калуга;пашня;;2024;Пар;;;100,32;;;;;;;;;
40.13.17.021.01;Калуга;пашня;;2024;Пар;;;5,28;;;;;;;;;
40.13.17.021.02;Калуга;пашня;;2024;Пар;;;28,49;;;;;;;;;
40.13.17.022.00;Калуга;пашня;;2024;Пар;;;7,19;;;;;;;;;
40.13.17.023.00;Калуга;пашня;;2024;Пар;;;36,05;;;;;;;;;
40.13.17.024.00;Калуга;пашня;;2024;Пар;;;43,30;;;;;;;;;
40.13.17.025.01;Калуга;пашня;;2024;Пар;;;40,20;;;;;;;;;
40.13.17.025.02;Калуга;пашня;;2024;Залежь, лес;;;21,87;;;;;;;;;
40.13.17.026.00;Калуга;пашня;;2024;Пар;;;20,63;;;;;;;;;
40.13.17.027.00;Калуга;пашня;;2024;Пар;;;19,17;;;;;;;;;
40.13.17.028.00;Калуга;пашня;;2024;Пар;;;18,67;;;;;;;;;
40.13.17.029.00;Калуга;пашня;;2024;Пар;;;38,95;;;;;;;;;
40.13.17.030.01;Калуга;пашня;;2024;Пар;;;19,85;;;;;;;;;
40.13.17.030.02;Калуга;пашня;;2024;Залежь, лес;;;8,12;;;;;;;;;
40.13.17.031.00;Калуга;пашня;;2024;Залежь, лес;;;7,80;;;;;;;;;
40.13.17.032.00;Калуга;пашня;;2024;Залежь, лес;;;38,32;;;;;;;;;
40.13.17.033.00;Калуга;пашня;;2024;Залежь;;;74,20;;;;;;;;;
40.13.17.034.00;Калуга;пашня;;2024;Залежь, лес;;;11,75;;;;;;;;;
40.13.17.035.00;Калуга;пашня;;2024;Залежь, лес;;;5,78;;;;;;;;;
40.13.17.036.00;Калуга;пашня;;2024;Залежь, лес;;;12,86;;;;;;;;;
40.13.17.037.01;Калуга;пашня;;2024;Залежь;;;36,93;;;;;;;;;
40.13.17.037.02;Калуга;пашня;;2024;Залежь, лес;;;25,69;;;;;;;;;
40.13.17.038.00;Калуга;пашня;;2024;Залежь;;;14,47;;;;;;;;;
40.13.17.039.01;Калуга;пашня;;2024;Залежь;;;24,86;;;;;;;;;
40.13.17.039.02;Калуга;пашня;;2024;Залежь, лес;;;11,76;;;;;;;;;
40.13.17.040.00;Калуга;пашня;;2024;Залежь;;;83,31;;;;;;;;;
40.13.17.041.00;Калуга;пашня;;2024;Залежь, кустарник;;;8,82;;;;;;;;;
40.13.17.042.00;Калуга;пашня;;2024;Залежь, лес;;;27,67;;;;;;;;;
40.13.17.043.00;Калуга;пашня;;2024;Залежь, лес;;;2,84;;;;;;;;;
40.13.17.044.00;Калуга;пашня;;2024;Залежь, лес;;;8,72;;;;;;;;;
40.13.17.045.00;Калуга;пашня;;2024;Залежь, лес;;;15,55;;;;;;;;;
40.13.17.046.00;Калуга;пашня;;2024;Залежь, лес;;;13,30;;;;;;;;;
40.13.17.047.01;Калуга;пашня;;2024;Залежь;;;36,34;;;;;;;;;
40.13.17.047.02;Калуга;пашня;;2024;Залежь, лес;;;45,01;;;;;;;;;
40.13.17.048.00;Калуга;пашня;;2024;Залежь, кустарник;;;17,88;;;;;;;;;
40.13.17.049.00;Калуга;пашня;;2024;Залежь, лес;;;8,16;;;;;;;;;
40.13.17.050.00;Калуга;пашня;;2024;Залежь, лес;;;15,98;;;;;;;;;
40.13.17.051.00;Калуга;пашня;;2024;Залежь, лес;;;41,21;;;;;;;;;
40.13.17.052.00;Калуга;пашня;;2024;Залежь, лес;;;8,00;;;;;;;;;
40.13.17.053.00;Калуга;пашня;;2024;Залежь, лес;;;31,64;;;;;;;;;
40.13.17.054.00;Калуга;пашня;;2024;Пар;;;16,23;;;;;;;;;
40.14.02.001.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;31,11;;;;;;;;;
40.14.02.002.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;123,40;;;;;;;;;
40.14.02.003.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;29,05;;;;;;;;;
40.14.02.004.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;20,20;;;;;;;;;
40.14.02.005.00;Калуга;пашня;0;2024;Залежь, лес;Залежь, лес;;14,40;;;;;;;;;
40.14.03.001.00;Калуга;пашня;3;2024;Одн.тр.(вика+овёс)с подс.(кл.кр.+тим.корм)корм;Люцерна пр.лет корм;;31,44;Смесь сортов;;Покупные;классическая с плугом;4,50;45,00;53,00;3,60;5,00
40.14.03.002.00;Калуга;пашня;3;2024;Одн.тр.(вика+овёс)с подс.(кл.кр.+тим.корм)корм;Люцерна пр.лет корм;;5,15;Смесь сортов;;Покупные;классическая с плугом;4,50;40,00;102,00;2,40;4,90
40.14.03.003.00;Калуга;пашня;3;2024;Одн.тр.(вика+овёс)с подс.(кл.кр.+тим.корм)корм;Люцерна пр.лет корм;;9,53;Смесь сортов;;Покупные;классическая с плугом;4,50;47,00;43,00;2,20;5,90
40.14.03.004.00;Калуга;пашня;3;2024;Одн.тр.(вика+овёс)с подс.(кл.кр.+тим.корм)корм;Люцерна пр.лет корм;;11,43;Смесь сортов;;Покупные;классическая с плугом;4,50;61,00;59,00;1,60;5,70
40.14.03.005.00;Калуга;пашня;3;2024;Одн.тр.(вика+овёс)с подс.(кл.кр.+тим.корм)корм;Кукуруза силос;;24,70;Смесь сортов;;Покупные;классическая с плугом;4,50;57,00;61,00;1,90;5,80
