field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph
62.23.06.013.00,Рязань,пашня,4.0,2024,Площадка под корма,Люцерна пр.лет корм,,4.51,,,,,,5.06,326.37,5.84,6.16
62.23.06.014.00,Рязань,пашня,4.0,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,7.0,3.76,Артемида,,,минимальная,4.5,6.6,382.58,4.7,4.95
62.23.06.015.00,Рязань,пашня,3.0,2024,"Залежь, кустарник","Залежь, кустарник",,11.59,,,,,,5.72,148.06,12.75,5.39
62.23.06.016.00,Рязань,пашня,3.0,2024,"Залежь, кустарник","Залежь, кустарник",,10.65,,,,,,5.39,201.63,11.72,5.5
62.23.06.017.00,Рязань,пашня,3.0,2024,"Залежь, кустарник","Залежь, кустарник",,12.5,,,,,,4.95,82.06,13.75,4.84
62.23.06.018.00,Рязань,пашня,3.0,2024,"Залежь, кустарник","Залежь, кустарник",,12.21,,,,,,5.17,54.12,13.43,4.73
62.23.06.019.00,Рязань,пашня,3.0,2024,"Залежь, кустарник","Залежь, кустарник",,10.69,,,,,,5.5,147.95,11.76,4.73
62.23.06.020.01,Рязань,пашня,3.0,2024,Пар,Кукуруза зерно,,8.0,,,,,,5.39,243.65,11.17,5.5
62.23.06.020.02,Рязань,пашня,3.0,2024,Пар,Пар,,2.15,,,,,,5.39,243.65,11.17,5.5
62.23.06.021.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,23.47,Верко,РС-1,Покупные,минимальная,1.5,5.72,208.6,25.82,4.4
62.23.06.022.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,14.34,Верко,РС-1,Покупные,минимальная,1.5,5.23,69.47,15.77,4.4
62.23.06.023.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,13.29,Верко,РС-1,Покупные,минимальная,1.5,5.06,72.38,14.62,5.94
62.23.06.024.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,13.71,Верко,РС-1,Покупные,минимальная,1.5,5.39,155.16,15.08,4.95
62.23.06.025.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,25.12,Верко,РС-1,Покупные,минимальная,1.5,5.35,144.8,24.95,5.17
62.23.06.026.00,Рязань,пашня,3.0,2024,Пар,Кукуруза зерно,,20.2,,,,,,4.73,150.63,22.22,4.66
62.23.06.027.00,Рязань,пашня,3.0,2024,Пар,Кукуруза зерно,,7.79,,,,,,5.28,357.83,8.57,4.84
62.23.06.028.00,Рязань,пашня,3.0,2024,Подсолнечник,Кукуруза зерно,,47.43,Суоми,F1,Покупные,минимальная,2.6,5.41,193.71,52.17,4.84
62.23.06.029.00,Рязань,пашня,3.0,2024,"Залежь, кустарник","Залежь, кустарник",,11.66,,,,,,5.06,39.93,12.83,5.83
62.23.06.030.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,8.52,БН 06-18,РСт,Покупные,минимальная,1.5,5.72,106.81,9.37,3.85
62.23.06.031.00,Рязань,пашня,3.0,2024,"Залежь, кустарник","Залежь, кустарник",,0.84,,,,,,6.38,322.85,0.92,7.59
62.23.06.032.00,Рязань,пашня,3.0,2024,"Залежь, кустарник","Залежь, кустарник",,3.42,,,,,,5.94,90.2,3.76,4.73
62.23.06.033.00,Рязань,пашня,3.0,2024,"Залежь, кустарник","Залежь, кустарник",,7.28,,,,,,5.83,233.42,8.01,5.06
62.23.06.034.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,13.89,Верко,РС-1,Покупные,минимальная,1.5,5.66,82.67,16.84,6.05
62.23.06.035.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,12.36,Верко,РС-1,Покупные,минимальная,1.5,5.83,106.7,13.6,4.95
62.23.06.036.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,9.36,Верко,РС-1,Покупные,минимальная,1.5,6.33,231.0,10.3,6.16
62.23.06.037.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,10.12,Верко,РС-1,Покупные,минимальная,1.5,5.61,72.16,12.19,4.4
62.23.06.038.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,10.16,БН 06-18,РСт,Покупные,минимальная,1.5,5.39,90.97,11.94,6.49
62.23.06.039.00,Рязань,пашня,3.0,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1.0,12.7,Верко,РС-1,Покупные,минимальная,1.5,5.39,90.31,13.97,4.62
62.23.06.040.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,Кукуруза силос,,12.98,Канюк,РС-1,Свои,минимальная,4.5,5.72,59.62,14.28,3.3
62.23.06.041.00,Рязань,пашня,4.0,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,10.59,Сарга,РС-1,Покупные,минимальная,4.5,5.61,101.09,11.65,5.06
62.23.06.042.00,Рязань,пашня,4.0,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,5.08,Сарга,,Покупные,минимальная,4.5,6.16,321.53,5.59,4.4
62.23.06.043.01,Рязань,пашня,3.0,2024,Соя,Кукуруза силос,,15.0,Китросса,ЭС,Покупные,минимальная,2.0,5.93,203.35,51.3,4.11
62.23.06.043.02,Рязань,пашня,3.0,2024,Соя,Кукуруза силос,,15.0,Топаз,ЭС,Покупные,минимальная,2.0,5.93,203.35,51.3,4.11
62.23.06.043.03,Рязань,пашня,3.0,2024,Соя,Кукуруза силос,,13.35,Сентябринка,ЭС,Покупные,минимальная,2.0,5.93,203.35,51.3,4.11
62.23.06.045.00,Рязань,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,,40.72,Эмелин,F1,Покупные,минимальная,8.0,5.46,247.98,44.79,4.62
62.23.06.046.00,Рязань,пашня,3.0,2024,Кукуруза силос,Кукуруза силос,,18.66,Эмелин,F1,Покупные,минимальная,8.0,5.14,182.16,20.53,4.51
62.23.06.048.01,Рязань,пашня,4.0,2024,Подсолнечник,Кукуруза силос,,18.0,ЛГ 59580,F1,Покупные,минимальная,2.6,6.16,100.41,54.96,5.61
62.23.06.048.02,Рязань,пашня,4.0,2024,Подсолнечник,Кукуруза силос,,32.29,ЛГ 50479,F1,Покупные,минимальная,2.6,6.16,100.41,54.96,5.61
62.23.06.049.00,Рязань,пашня,4.0,2024,Подсолнечник,Кукуруза зерно,,18.54,Суоми,F1,Покупные,минимальная,2.6,5.39,142.5,20.44,6.05
62.23.06.050.00,Рязань,пашня,4.0,2024,Подсолнечник,Кукуруза зерно,,50.81,Суоми,F1,Покупные,минимальная,2.6,5.16,129.85,57.15,5.12
62.23.06.052.00,Рязань,пашня,4.0,2024,Подсолнечник,Кукуруза зерно,,15.87,Суоми,F1,Покупные,минимальная,2.6,5.64,276.54,17.58,6.6
62.23.06.054.00,Рязань,пашня,4.0,2024,Кукуруза зерно,Соя,,47.39,Эмелин,F1,Покупные,минимальная,7.5,5.79,144.98,37.36,5.06
62.23.06.056.01,Рязань,пашня,4.0,2024,Кукуруза корнаж,Соя,,18.5,Эмелин,F1,Покупные,минимальная,6.1,5.47,183.41,,5.73
62.23.06.056.02,Рязань,пашня,4.0,2024,Кукуруза зерно,Соя,,52.17,Эмелин,F1,Покупные,минимальная,7.5,5.47,183.41,,5.73
62.23.06.063.00,Рязань,пашня,4.0,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4.0,27.41,БН 06-18,РСт,Покупные,минимальная,4.5,5.72,188.8,30.15,4.95
62.23.06.067.00,Рязань,пашня,4.0,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4.0,11.44,Паола,РС-1,Покупные,минимальная,4.5,5.61,138.27,12.56,4.29
62.23.06.068.00,Рязань,пашня,4.0,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4.0,75.56,Паола,РС-1,Покупные,минимальная,4.5,6.29,196.55,,4.47
62.23.06.069.00,Рязань,пашня,4.0,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4.0,24.01,БН 06-18,РСт,Покупные,минимальная,4.5,6.38,182.31,26.54,5.06
62.23.06.071.00,Рязань,пашня,3.0,2024,Чечевица красная,Яр.пшеница мягкая,,6.98,Рэдбоу,РС-3,Свои,классическая с плугом,2.0,5.61,310.09,7.68,4.4
62.23.06.075.00,Рязань,пашня,4.0,2024,Аренда,Аренда,,16.07,,,,,,5.23,106.37,17.63,5.39
62.23.06.076.00,Рязань,пашня,4.0,2024,"Не используется, чужая земля","Не используется, чужая земля",,39.6,,,,,,5.31,94.59,,6.09
62.23.06.077.00,Рязань,пашня,4.0,2024,Кукуруза зерно,Яр.пшеница мягкая,,51.42,Талисман,F1,Покупные,классическая с плугом,7.5,5.33,141.9,56.58,4.84
62.23.06.078.00,Рязань,пашня,4.0,2024,Кукуруза зерно,Яр.пшеница мягкая,,17.48,Талисман,F1,Покупные,классическая с плугом,7.5,5.06,275.0,19.5,5.5
62.23.06.079.00,Рязань,пашня,4.0,2024,Кукуруза зерно,Яр.пшеница мягкая,,32.85,Талисман,F1,Покупные,классическая с плугом,7.5,5.69,100.32,36.51,4.4
62.23.06.082.01,Рязань,пашня,4.0,2024,Аренда,Аренда,,2.33,,,,,,5.75,133.49,,5.06
62.23.06.082.02,Рязань,пашня,4.0,2024,Аренда,Аренда,,67.09,,,,,,5.75,133.49,,5.06
62.23.06.084.00,Рязань,пашня,4.0,2024,Аренда,Аренда,,63.79,,,,,,5.71,198.78,,3.95
62.23.06.085.01,Рязань,пашня,,2024,Соя,Соя,,56.6,Аргента,РС-3,Свои,классическая с плугом,2.0,5.53,76.45,,5.42
62.23.06.085.02,Рязань,пашня,,2024,Пар,Соя,,7.83,,,,,,5.53,76.45,,5.42
62.23.06.086.00,Рязань,пашня,4.0,2024,Соя,Соя,,63.68,Аргента,РС-3,Свои,классическая с плугом,2.0,5.39,81.83,,5.33
62.23.06.087.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Чечевица,,29.15,Алексеич,ЭС,Покупные,минимальная,4.8,5.85,242.95,32.07,6.27
62.23.06.088.01,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Чечевица,,72.72,Алексеич,ЭС,Покупные,минимальная,4.8,5.41,42.06,29.39,4.73
62.23.06.088.02,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Пар,,74.75,Тайгета,ЭС,Покупные,минимальная,4.8,5.41,42.06,29.39,4.73
62.23.06.091.01,Рязань,пашня,4.0,2024,Соя,Соя,,19.54,Акцент,РС-1,Свои,минимальная,2.0,5.72,140.29,27.46,5.28
62.23.06.091.02,Рязань,пашня,4.0,2024,Пар,Соя,,5.42,,,,,,5.72,140.29,27.46,5.28
62.23.06.093.00,Рязань,пашня,4.0,2024,Соя,Соя,,36.25,Аргента,РС-3,Свои,минимальная,2.0,5.64,135.91,38.69,4.84
62.23.06.094.00,Рязань,пашня,4.0,2024,Соя,Соя,,25.46,Аргента,РС-3,Свои,минимальная,2.0,5.96,238.74,28.01,4.62
62.23.06.095.00,Рязань,пашня,4.0,2024,Соя,Соя,,15.84,Аргента,РС-3,Свои,минимальная,2.0,5.66,180.51,17.42,4.4
62.17.14.003.00,Рязань,пашня,3.0,2024,Кукуруза силос,Кукуруза корнаж,,25.31,П 7043,F1,Покупные,минимальная,8.1,5.72,70.4,27.84,6.38
62.17.14.009.00,Рязань,пашня,4.0,2024,Одн.тр.овёс корм,Подсолнечник,,10.75,Макс,РС-2,Свои,минимальная,2.5,5.39,162.8,11.83,5.39
62.17.14.020.00,Рязань,пашня,2.0,2024,Оз.пшеница мягкая,Одн.тр.овёс корм,,47.08,Цефей,РС-2,Свои,минимальная,4.9,5.28,82.5,51.79,6.71
62.17.14.021.00,Рязань,пашня,3.0,2024,Кукуруза зерно,Яр.пшеница мягкая,,70.38,ЛГ 30189,F1,Покупные,минимальная,5.9,5.28,73.7,,6.49
62.17.14.023.00,Рязань,пашня,4.0,2024,Яр.ячмень,Подсолнечник,,29.12,Калькюль,РС-1,Свои,минимальная,3.9,7.59,92.4,32.03,5.94
62.17.14.025.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,Подсолнечник,,35.45,Канюк,РС-2,Свои,минимальная,4.1,4.29,41.8,39.0,6.71
62.17.14.026.00,Рязань,пашня,3.0,2024,Кукуруза зерно,Яр.пшеница мягкая,,67.62,ЛГ 30189,F1,Покупные,минимальная,5.9,5.39,84.7,,6.27
62.17.14.027.00,Рязань,пашня,4.0,2024,Яр.ячмень,Подсолнечник,,60.59,Калькюль,РС-1,Свои,минимальная,3.9,5.06,56.1,,4.84
62.17.14.029.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,Подсолнечник,,25.55,Канюк,РС-2,Свои,минимальная,4.1,5.17,165.0,28.11,6.38
62.17.14.035.00,Рязань,пашня,4.0,2024,Кукуруза силос,Яр.пшеница мягкая,,89.86,ЛГ 30189,F1,Покупные,минимальная,8.1,5.17,81.4,,7.04
62.17.14.036.01,Рязань,пашня,3.0,2024,Кукуруза силос,Яр.пшеница мягкая,,10.61,ЛГ 30189,F1,Покупные,минимальная,8.1,5.28,223.3,,5.72
62.17.14.036.02,Рязань,пашня,3.0,2024,Кукуруза зерно,Яр.пшеница мягкая,,70.15,ЛГ 30189,F1,Покупные,минимальная,5.9,5.28,223.3,,5.72
62.17.14.037.01,Рязань,пашня,2.0,2024,Пар,Кукуруза корнаж,,49.6,,,,минимальная,,5.5,46.2,54.56,4.4
62.17.14.037.02,Рязань,пашня,2.0,2024,"Залежь, кустарник","Залежь, кустарник",,32.35,,,,,,5.5,46.2,54.56,4.4
62.24.07.002.00,Рязань,пашня,4.0,2024,Одн.тр.овёс корм,Кукуруза зерно,,11.1,Макс,РС-2,Свои,минимальная,2.1,5.94,188.1,12.21,5.94
62.24.07.003.00,Рязань,пашня,4.0,2024,Одн.тр.овёс корм,Кукуруза зерно,,17.02,Макс,РС-2,Свои,минимальная,2.1,5.39,94.6,18.72,4.73
62.24.07.004.00,Рязань,пашня,4.0,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,87.57,Паола,РС-1,Покупные,минимальная,4.7,5.72,94.6,,8.03
62.24.07.006.00,Рязань,пашня,4.0,2024,Соя,Кукуруза зерно,,27.45,Аргента,РС-1,Покупные,минимальная,1.6,5.5,138.6,30.2,5.28
62.24.07.008.00,Рязань,пашня,4.0,2024,Одн.тр.овёс корм,Кукуруза корнаж,,31.32,Макс,РС-2,Свои,минимальная,2.1,5.5,154.0,34.45,4.95
62.24.07.011.00,Рязань,пашня,4.0,2024,Соя,Кукуруза зерно,,73.51,Аргента,РС-1,Покупные,минимальная,1.6,6.27,162.8,,5.06
62.24.07.013.00,Рязань,пашня,4.0,2024,Одн.тр.овёс корм,Кукуруза корнаж,,36.14,Макс,РС-2,Свои,минимальная,2.1,5.61,104.5,39.75,5.39
62.24.07.014.00,Рязань,пашня,4.0,2024,Одн.тр.овёс корм,Кукуруза зерно,,13.31,Макс,РС-2,Свои,минимальная,2.1,5.83,52.8,14.64,5.17
62.24.07.015.00,Рязань,пашня,4.0,2024,Одн.тр.овёс корм,Кукуруза зерно,,35.94,Макс,РС-2,Свои,минимальная,2.1,5.83,119.9,39.53,4.62
62.24.07.016.00,Рязань,пашня,4.0,2024,Одн.тр.овёс корм,Кукуруза зерно,,6.83,Макс,РС-2,Свои,минимальная,2.1,5.5,39.6,7.51,4.18
62.24.11.002.00,Рязань,пашня,3.0,2024,Одн.тр.озимая тритикале корм,Одн.тр.овёс корм,,62.2,Слон,РС-1,Покупные,минимальная,3.3,5.28,51.7,,5.94
62.24.11.004.00,Рязань,пашня,4.0,2024,Одн.тр.озимая тритикале корм,Одн.тр.овёс корм,,64.7,Слон,РС-1,Покупные,минимальная,4.0,5.83,144.1,,5.17
62.24.11.006.00,Рязань,пашня,4.0,2024,Одн.тр.озимая тритикале корм,Люцерна пр.лет корм,,87.1,Слон,РС-1,Покупные,минимальная,3.9,5.5,92.4,,5.5
62.24.11.007.00,Рязань,пашня,2.0,2024,Одн.тр.озимая тритикале корм,Одн.тр.овёс корм,,80.75,Слон,РС-1,Покупные,минимальная,3.8,5.94,123.2,,5.5
62.24.11.011.01,Рязань,пашня,4.0,2024,Кукуруза силос,Яр.пшеница мягкая,,24.27,Галифакс,F1,Покупные,минимальная,8.1,5.06,63.8,44.44,3.85
62.24.11.011.02,Рязань,пашня,4.0,2024,Площадка под корма,Площадка под корма,,15.87,,,,,,5.06,63.8,44.44,3.85
62.24.11.012.00,Рязань,пашня,4.0,2024,Одн.тр.озимая тритикале корм,Люцерна пр.лет корм,,43.42,Слон,РС-1,Покупные,минимальная,5.0,6.16,205.7,47.76,5.39
62.24.11.014.00,Рязань,пашня,4.0,2024,Одн.тр.озимая тритикале корм,Люцерна пр.лет корм,,61.83,Слон,ЭС,Покупные,минимальная,3.8,5.61,207.9,,5.61
62.24.11.015.00,Рязань,пашня,4.0,2024,Одн.тр.озимая тритикале корм,Люцерна пр.лет корм,,26.37,Слон,РС-1,Покупные,минимальная,4.3,5.28,77.0,29.01,7.04
62.24.11.020.00,Рязань,пашня,4.0,2024,Кукуруза зерно,Кукуруза силос,,60.01,Галифакс,F1,Покупные,минимальная,5.9,5.5,94.6,,5.39
62.24.11.023.00,Рязань,пашня,4.0,2024,Кукуруза зерно,Кукуруза силос,,56.86,ЛГ 30189,F1,Покупные,минимальная,5.9,5.39,111.1,,5.61
62.24.11.029.00,Рязань,пашня,4.0,2024,Соя,Кукуруза силос,,41.34,Акцент,ЭС,Покупные,минимальная,1.6,5.5,60.5,45.47,6.27
62.24.11.039.00,Рязань,пашня,4.0,2024,Кукуруза силос,Кукуруза корнаж,,79.2,Галифакс,F1,Покупные,минимальная,8.1,5.5,139.7,,4.84
62.24.14.001.00,Рязань,пашня,4.0,2024,Соя,Соя,,71.51,ОАК Пруденс,РС-3,Свои,минимальная,1.9,5.83,223.3,,7.59
62.24.14.003.00,Рязань,пашня,4.0,2024,Соя,Соя,,70.72,ОАК Пруденс,РС-2,Свои,минимальная,1.9,5.83,137.5,,5.72
62.24.14.006.00,Рязань,пашня,4.0,2024,Соя,Оз.пшеница мягкая,,20.82,ОАК Пруденс,РС-3,Свои,минимальная,1.9,6.27,140.8,22.9,5.39
62.24.14.008.00,Рязань,пашня,3.0,2024,Соя,Соя,,66.67,Аргента,ЭС,Покупные,минимальная,1.9,6.05,195.8,,6.71
62.24.14.010.00,Рязань,пашня,4.0,2024,Соя,Соя,,57.83,ОАК Пруденс,РС-2,Свои,минимальная,1.9,5.39,171.6,,5.61
62.24.14.011.00,Рязань,пашня,4.0,2024,Соя,Соя,,14.7,ОАК Пруденс,РС-2,Свои,минимальная,1.9,5.61,134.2,16.17,8.25
62.24.14.012.00,Рязань,пашня,4.0,2024,Соя,Соя,,31.88,ОАК Пруденс,РС-2,Свои,минимальная,1.9,5.61,82.5,35.07,5.5
62.24.14.014.00,Рязань,пашня,2.0,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,5.0,10.57,БН 06-18,РСт,Покупные,минимальная,4.7,5.39,83.6,21.26,4.95
62.24.14.023.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Люцерна пр.лет корм,,27.15,Цефей,РС-2,Свои,классическая с плугом,4.9,5.5,67.1,29.87,5.28
62.24.14.031.00,Рязань,пашня,4.0,2024,Подсолнечник,Кукуруза зерно,,56.39,Аркадия,F1,Покупные,минимальная,2.4,5.83,123.2,,6.38
62.24.14.036.00,Рязань,пашня,4.0,2024,Люцерна 1 г.ж.корм,Яр.ячмень,1.0,78.34,Премариачи,РС-1,Покупные,минимальная,1.3,5.5,95.7,,5.94
62.24.14.040.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Одн.тр.овёс корм,,47.38,Цефей,РС-2,Свои,классическая с плугом,4.0,5.83,100.1,52.12,6.71
62.24.14.041.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Одн.тр.овёс корм,,19.44,Скипетр,РС-2,Свои,классическая с плугом,4.0,5.06,160.6,21.38,7.37
62.24.14.042.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Одн.тр.овёс корм,,27.64,Цефей,РС-2,Свои,классическая с плугом,4.0,5.5,95.7,30.4,5.94
62.24.14.047.00,Рязань,пашня,4.0,2024,Люцерна 1 г.ж.корм,Яр.ячмень,1.0,38.12,Паола,РС-1,Покупные,минимальная,1.3,5.39,158.4,41.93,4.62
62.01.01.010.01,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Чечевица,,78.74,Льговская 4,СЭ,Покупные,,6.0,5.72,118.8,,6.16
62.01.01.010.02,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Чечевица,,11.93,Льговская 4,ЭС,Свои,,5.5,5.72,118.8,,6.16
62.01.01.019.00,Рязань,пашня,5.0,2024,Яр.пшеница мягкая,Соя,,27.0,Тризо,ЭС,Свои,,5.0,6.27,276.1,29.7,5.72
62.01.01.021.00,Рязань,пашня,5.0,2024,Яр.пшеница мягкая,Соя,,46.17,Тризо,ЭС,Свои,,5.0,6.82,276.1,50.79,5.72
62.01.01.025.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,Соя,,70.43,Тризо,ЭС,Свои,,5.0,6.05,204.6,,6.27
62.01.01.027.00,Рязань,пашня,5.0,2024,Чечевица красная,Оз.пшеница мягкая,,52.05,Рэдкот,РС-2,Свои,,2.3,6.93,276.1,57.26,6.38
62.01.01.030.00,Рязань,пашня,5.0,2024,Соя,Лён масличный,,148.14,,,,,2.1,5.61,276.1,56.31,6.49
62.01.01.032.00,Рязань,пашня,4.0,2024,Соя,Оз.пшеница мягкая,,89.03,,,,,2.1,5.83,202.95,,6.27
62.01.03.005.00,Рязань,пашня,3.0,2024,Соя,Пар,,24.06,,,,,2.1,6.16,80.3,26.44,6.82
62.01.03.011.00,Рязань,пашня,4.0,2024,Чечевица зеленая,Оз.пшеница мягкая,,67.4,Кермит,РС-2,Покупные,,2.3,5.72,251.9,,6.27
62.01.03.012.00,Рязань,пашня,4.0,2024,Соя,Яр.пшеница мягкая,,48.24,,,,,2.1,6.05,410.3,53.06,6.93
62.01.03.013.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,Соя,,7.3,Тризо,ПР-1,Покупные,,5.0,6.27,370.7,8.03,7.37
62.01.03.014.00,Рязань,пашня,5.0,2024,Яр.пшеница мягкая,Соя,,37.19,Тризо,ПР-1,Покупные,,5.0,5.72,328.9,40.91,6.16
62.01.03.015.00,Рязань,пашня,3.0,2024,Пар,Залежь,,14.02,,,,,,5.94,215.6,15.42,6.27
62.01.03.016.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,Соя,,31.87,Тризо,ЭС,Свои,,5.0,5.72,433.4,35.06,6.38
62.01.03.017.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,Соя,,7.74,Тризо,ЭС,Свои,,5.0,5.28,356.4,8.51,6.27
62.01.03.020.00,Рязань,пашня,3.0,2024,Оз.пшеница мягкая,Пар,,18.25,Льговская 4,ЭС,Свои,,5.5,5.72,39.6,20.08,4.95
62.01.03.021.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,Соя,,34.97,Ликамеро,ЭС,Свои,,4.5,5.28,61.6,38.45,6.27
62.01.03.022.00,Рязань,пашня,3.0,2024,Оз.пшеница мягкая,Пар,,81.76,Бирюза,ЭС,Свои,,5.5,5.83,299.2,,5.72
62.01.03.024.00,Рязань,пашня,5.0,2024,Оз.пшеница мягкая,Чечевица,,27.31,Бирюза,ЭС,Свои,,5.5,5.83,336.6,30.04,6.6
62.01.03.028.00,Рязань,пашня,2.0,2024,Не используется,Залежь,,28.17,,,,,,7.04,584.1,7.45,6.49
62.01.03.037.00,Рязань,пашня,5.0,2024,Яр.пшеница мягкая,Соя,,17.84,Ликамеро,ЭС,Свои,,5.0,6.05,59.4,19.62,6.49
62.01.03.040.00,Рязань,пашня,4.0,2024,Чечевица красная,Яр.пшеница мягкая,,26.59,Рэдкот,РС-2,Свои,,2.3,6.05,105.6,29.25,4.73
62.01.03.046.00,Рязань,пашня,3.0,2024,Яр.пшеница мягкая,Соя,,69.29,Ликамеро,ЭС,Свои,,5.0,6.27,404.8,,7.04
62.01.03.052.00,Рязань,пашня,3.0,2024,Яр.пшеница мягкая,Соя,,34.97,Ликамеро,ЭС,Свои + покупные,,5.0,6.05,56.65,38.47,4.95
62.01.03.056.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,Соя,,28.53,Ликамеро,ЭС,Свои,,5.0,5.5,170.5,31.38,6.82
62.01.03.057.00,Рязань,пашня,4.0,2024,Соя,Соя,,87.96,,,,,2.1,5.61,82.5,,5.5
62.01.03.058.00,Рязань,пашня,3.0,2024,Оз.пшеница мягкая,Лён масличный,,37.73,Бирюза,ЭС,Свои,,5.5,5.72,71.5,41.5,6.05
62.01.03.059.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Лён масличный,,16.25,Бирюза,ЭС,Свои,,5.5,5.28,167.2,17.88,7.48
62.01.03.062.00,Рязань,пашня,5.0,2024,Чечевица красная,Яр.пшеница мягкая,,20.96,Рэдкот,РС-2,Свои,,2.3,5.28,103.4,59.29,5.28
62.01.03.066.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Пар,,53.84,Марс,СЭ,Свои,,6.0,5.5,66.0,59.22,6.05
62.01.03.068.00,Рязань,пашня,,2024,Оз.пшеница мягкая,Пар,,39.05,Московская 56,СЭ,Покупные,,6.0,5.17,101.2,47.74,6.05
62.01.03.070.00,Рязань,пашня,5.0,2024,Оз.пшеница мягкая,Пар,,34.11,Московская 56,СЭ,Покупные,,6.0,5.5,202.4,37.52,5.72
62.01.03.071.00,Рязань,пашня,5.0,2024,Оз.пшеница мягкая,Горох,,27.7,Московская 56,ПР-1,Покупные,,6.0,5.39,163.9,30.47,6.82
62.01.03.073.00,Рязань,пашня,5.0,2024,Оз.пшеница мягкая,Горох,,58.45,Марс,СЭ,Свои,,6.0,4.73,88.0,,6.82
62.01.03.074.00,Рязань,пашня,5.0,2024,Оз.пшеница мягкая,Горох,,40.47,Марс,СЭ,Свои,,6.0,5.39,57.2,44.52,4.4
62.01.04.004.00,Рязань,пашня,5.0,2024,Яр.пшеница мягкая,Кукуруза зерно,,66.74,Ликамеро,ЭС,Свои,,5.0,5.61,92.4,,6.82
62.17.07.001.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Чечевица,,44.4,Марс,ЭС,Свои,минимальная,5.5,5.21,52.8,48.84,5.5
62.17.07.004.00,Рязань,пашня,4.0,2024,Подсолнечник,Яр.пшеница мягкая,,85.92,,,,,3.0,5.4,51.59,,4.62
62.17.07.006.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Чечевица,,54.94,Марс,ЭС,Свои,минимальная,5.5,5.37,60.5,60.43,5.39
62.17.07.010.00,Рязань,пашня,5.0,2024,Оз.пшеница мягкая,Чечевица,,55.81,Марс,ЭС,Свои,минимальная,5.5,5.28,40.15,61.39,6.6
62.17.07.011.00,Рязань,пашня,4.0,2024,Подсолнечник,Яр.пшеница мягкая,,40.12,,,,,3.0,5.25,51.98,44.13,6.05
62.17.07.012.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,Чечевица,,60.22,Марс,ЭС,Свои,минимальная,5.5,5.12,41.43,,5.43
